id,algo,vertices,layer,fan,disRate,percNeg,cpMult,effort,time,Edges,Diameter,Max in degree,Min in degree,Mean in degree,Max out degree,Min out degree,Mean out degree,Discounted Rate,Negative activities,Deadline,Last task Early Finish,Unit Effort,NPV,Time
6954,RS,100,10,3,20,100,2,106328,"0,6732096672",243,8,3,1,"2,191919192",3,1,"2,141414141","0,2","98,03921569",195,65,106328,"-0,000000001155454335","0,6732096672"
6955,SAA,100,10,3,20,100,2,10767,"0,04020667076",235,8,3,1,"2,02020202",3,1,"2,080808081","0,2","98,03921569",174,58,10767,"-0,00000001334511057","0,04020667076"
6956,HS,100,10,3,20,100,2,10545,"0,02807092667",235,8,3,1,"2,02020202",3,1,"2,080808081","0,2","98,03921569",174,58,10545,"-0,00000001334511057","0,02807092667"
6957,RS,100,10,3,20,100,2,51292,"0,3546204567",235,8,3,1,"2,02020202",3,1,"2,080808081","0,2","98,03921569",174,58,51292,"-0,00000001334511057","0,3546204567"
6958,SAA,100,10,3,20,100,2,11331,"0,05336856842",240,8,3,1,"2,111111111",3,1,"2,202020202","0,2","98,03921569",189,63,11331,"-0,000000002626138311","0,05336856842"
6959,HS,100,10,3,20,100,2,11111,"0,04425191879",240,8,3,1,"2,111111111",3,1,"2,202020202","0,2","98,03921569",189,63,11111,"-0,000000002626138311","0,04425191879"
6960,RS,100,10,3,20,100,2,114853,"0,7717142105",240,8,3,1,"2,111111111",3,1,"2,202020202","0,2","98,03921569",189,63,114853,"-0,000000002626138311","0,7717142105"
6961,SAA,100,10,3,20,20,1,3381,"0,03010630608",237,9,3,1,"2,090909091",3,1,"2,131313131","0,2","20,58823529",124,62,3381,"414,3613348","0,03010630608"
6962,HS,100,10,3,20,20,1,1745,"0,01005291939",237,9,3,1,"2,090909091",3,1,"2,131313131","0,2","20,58823529",124,62,1745,"414,3613348","0,01005291939"
6963,RS,100,10,3,20,20,1,3383,"0,03017139435",237,9,3,1,"2,090909091",3,1,"2,131313131","0,2","20,58823529",124,62,3383,"414,3613348","0,03017139435"
6964,SAA,100,10,3,20,20,1,2931,"0,03124094009",225,9,3,1,"2,04040404",3,1,"2,060606061","0,2","23,52941176",144,72,2931,"263,328921","0,03124094009"
6965,HS,100,10,3,20,20,1,1781,0,225,9,3,1,"2,04040404",3,1,"2,060606061","0,2","23,52941176",144,72,1781,"263,328921",0
6966,RS,100,10,3,20,20,1,7032,"0,06899595261",225,9,3,1,"2,04040404",3,1,"2,060606061","0,2","23,52941176",144,72,7032,"263,328921","0,06899595261"
6967,SAA,100,10,3,20,20,1,3411,"0,03124237061",239,8,3,1,"2,131313131",3,1,"2,101010101","0,2","14,70588235",122,61,3411,"445,4560492","0,03124237061"
6968,HS,100,10,3,20,20,1,1535,0,239,8,3,1,"2,131313131",3,1,"2,101010101","0,2","14,70588235",122,61,1535,"445,4560492",0
6969,RS,100,10,3,20,20,1,2135,"0,03124165535",239,8,3,1,"2,131313131",3,1,"2,101010101","0,2","14,70588235",122,55,2135,"445,4216905","0,03124165535"
6970,SAA,100,10,3,20,20,1,4394,"0,01562285423",245,8,3,1,"2,222222222",3,1,"2,242424242","0,2","21,56862745",142,71,4394,"242,412295","0,01562285423"
6971,HS,100,10,3,20,20,1,2867,"0,01561808586",245,8,3,1,"2,222222222",3,1,"2,242424242","0,2","21,56862745",142,71,2867,"242,412295","0,01561808586"
6972,RS,100,10,3,20,20,1,19073,"0,1429207325",245,8,3,1,"2,222222222",3,1,"2,242424242","0,2","21,56862745",142,71,19073,"242,1202006","0,1429207325"
6973,SAA,100,10,3,20,20,1,3254,"0,02206707001",242,9,3,1,"2,171717172",3,1,"2,191919192","0,2","26,47058824",126,63,3254,"313,9622381","0,02206707001"
6974,HS,100,10,3,20,20,1,1856,"0,00800895691",242,9,3,1,"2,171717172",3,1,"2,191919192","0,2","26,47058824",126,63,1856,"313,9622381","0,00800895691"
6975,RS,100,10,3,20,20,1,5577,"0,0401892662",242,9,3,1,"2,171717172",3,1,"2,191919192","0,2","26,47058824",126,63,5577,"313,9622381","0,0401892662"
6976,SAA,100,10,3,20,20,1,1698,"0,02219128609",233,8,3,1,"2,080808081",3,1,"2,121212121","0,2","18,62745098",120,60,1698,"272,3939086","0,02219128609"
6977,HS,100,10,3,20,20,1,890,0,233,8,3,1,"2,080808081",3,1,"2,121212121","0,2","18,62745098",120,60,890,"272,3939086",0
6978,RS,100,10,3,20,20,1,3465,"0,03207802773",233,8,3,1,"2,080808081",3,1,"2,121212121","0,2","18,62745098",120,60,3465,"271,9938233","0,03207802773"
6979,SAA,100,10,3,20,20,1,4948,"0,05044341087",241,8,3,1,"2,212121212",3,1,"2,141414141","0,2","30,39215686",116,58,4948,"226,4611455","0,05044341087"
6980,HS,100,10,3,20,20,1,3149,"0,01003789902",241,8,3,1,"2,212121212",3,1,"2,141414141","0,2","30,39215686",116,58,3149,"226,4611455","0,01003789902"
6981,RS,100,10,3,20,20,1,7219,"0,05251693726",241,8,3,1,"2,212121212",3,1,"2,141414141","0,2","30,39215686",116,58,7219,"226,4611455","0,05251693726"
6982,SAA,100,10,3,20,20,1,3972,"0,02808690071",238,8,3,1,"2,121212121",3,1,"2,121212121","0,2","12,74509804",128,64,3972,"284,9555459","0,02808690071"
6983,HS,100,10,3,20,20,1,1932,"0,01002264023",238,8,3,1,"2,121212121",3,1,"2,121212121","0,2","12,74509804",128,64,1932,"284,9555459","0,01002264023"
6984,RS,100,10,3,20,20,1,4155,"0,03016042709",238,8,3,1,"2,121212121",3,1,"2,121212121","0,2","12,74509804",128,64,4155,"284,9555459","0,03016042709"
6985,SAA,100,10,3,20,20,1,5199,"0,04019165039",242,7,3,1,"2,181818182",3,1,"2,181818182","0,2","24,50980392",128,64,5199,"249,6122133","0,04019165039"
6986,HS,100,10,3,20,20,1,2821,"0,01804876328",242,7,3,1,"2,181818182",3,1,"2,181818182","0,2","24,50980392",128,64,2821,"249,6122133","0,01804876328"
6987,RS,100,10,3,20,20,1,4755,"0,02007508278",242,7,3,1,"2,181818182",3,1,"2,181818182","0,2","24,50980392",128,64,4755,"249,3719627","0,02007508278"
6988,SAA,100,10,3,20,20,1,1962,"0,01002550125",243,8,3,1,"2,131313131",3,1,"2,181818182","0,2","13,7254902",122,61,1962,"384,756413","0,01002550125"
6989,HS,100,10,3,20,20,1,976,"0,00201678276",243,8,3,1,"2,131313131",3,1,"2,181818182","0,2","13,7254902",122,61,976,"384,756413","0,00201678276"
6990,RS,100,10,3,20,20,1,1903,"0,02194046974",243,8,3,1,"2,131313131",3,1,"2,181818182","0,2","13,7254902",122,61,1903,"384,756413","0,02194046974"
6991,SAA,100,10,3,20,20,2,3414,"0,02493238449",245,8,3,1,"2,161616162",3,1,"2,191919192","0,2","21,56862745",183,61,3414,"272,0693846","0,02493238449"
6992,HS,100,10,3,20,20,2,2380,"0,00897622108",245,8,3,1,"2,161616162",3,1,"2,191919192","0,2","21,56862745",183,61,2380,"272,0693846","0,00897622108"
6993,RS,100,10,3,20,20,2,7756,"0,05186271667",245,8,3,1,"2,161616162",3,1,"2,191919192","0,2","21,56862745",183,61,7756,"272,0693846","0,05186271667"
6994,SAA,100,10,3,20,20,2,2809,"0,01496005058",237,8,3,1,"2,060606061",3,1,"2,111111111","0,2","29,41176471",192,64,2809,"238,2379371","0,01496005058"
6995,HS,100,10,3,20,20,2,1798,"0,00797891617",237,8,3,1,"2,060606061",3,1,"2,111111111","0,2","29,41176471",192,64,1798,"238,2379371","0,00797891617"
6996,RS,100,10,3,20,20,2,6006,"0,05186104774",237,8,3,1,"2,060606061",3,1,"2,111111111","0,2","29,41176471",192,64,6006,"237,9926362","0,05186104774"
6997,SAA,100,10,3,20,20,2,3597,"0,02792572975",244,9,3,1,"2,191919192",3,1,"2,161616162","0,2","10,78431373",213,71,3597,"338,0138071","0,02792572975"
6998,HS,100,10,3,20,20,2,1588,"0,00698161125",244,9,3,1,"2,191919192",3,1,"2,161616162","0,2","10,78431373",213,71,1588,"338,0138071","0,00698161125"
6999,RS,100,10,3,20,20,2,2544,"0,01495957375",244,9,3,1,"2,191919192",3,1,"2,161616162","0,2","10,78431373",213,71,2544,"338,0136212","0,01495957375"
7000,SAA,100,10,3,20,20,2,4707,"0,04388237",238,8,3,1,"2,121212121",3,1,"2,131313131","0,2","15,68627451",189,63,4707,"262,861323","0,04388237"
7001,HS,100,10,3,20,20,2,3067,0,238,8,3,1,"2,121212121",3,1,"2,131313131","0,2","15,68627451",189,63,3067,"262,861323",0
7002,RS,100,10,3,20,20,2,10696,"0,1002423763",238,8,3,1,"2,121212121",3,1,"2,131313131","0,2","15,68627451",189,63,10696,"262,861323","0,1002423763"
7003,SAA,100,10,3,20,20,2,3708,"0,03124165535",239,8,3,1,"2,151515152",3,1,"2,161616162","0,2","12,74509804",198,66,3708,"324,0970808","0,03124165535"
7004,HS,100,10,3,20,20,2,1705,"0,01562309265",239,8,3,1,"2,151515152",3,1,"2,161616162","0,2","12,74509804",198,66,1705,"324,0970808","0,01562309265"
7005,RS,100,10,3,20,20,2,2186,"0,03124952316",239,8,3,1,"2,151515152",3,1,"2,161616162","0,2","12,74509804",198,66,2186,"324,0970808","0,03124952316"
7006,SAA,100,10,3,20,20,2,6289,"0,04687261581",228,9,3,1,"2,04040404",3,1,"2,060606061","0,2","15,68627451",165,55,6289,"266,9813924","0,04687261581"
7007,HS,100,10,3,20,20,2,3327,"0,01561903954",228,9,3,1,"2,04040404",3,1,"2,060606061","0,2","15,68627451",165,55,3327,"266,9813924","0,01561903954"
7008,RS,100,10,3,20,20,2,8919,"0,06249189377",228,9,3,1,"2,04040404",3,1,"2,060606061","0,2","15,68627451",165,55,8919,"266,9813924","0,06249189377"
7009,SAA,100,10,3,20,20,2,2715,"0,01561784744",240,8,3,1,"2,121212121",3,1,"2,181818182","0,2","21,56862745",183,61,2715,"326,652433","0,01561784744"
7010,HS,100,10,3,20,20,2,1600,"0,01562738419",240,8,3,1,"2,121212121",3,1,"2,181818182","0,2","21,56862745",183,61,1600,"326,652433","0,01562738419"
7011,RS,100,10,3,20,20,2,3998,"0,03775548935",240,8,3,1,"2,121212121",3,1,"2,181818182","0,2","21,56862745",183,61,3998,"326,4412196","0,03775548935"
7012,SAA,100,10,3,20,20,2,3214,"0,02214384079",233,9,3,1,"2,070707071",3,1,"2,111111111","0,2","18,62745098",195,65,3214,"295,5891891","0,02214384079"
7013,HS,100,10,3,20,20,2,1704,0,233,9,3,1,"2,070707071",3,1,"2,111111111","0,2","18,62745098",195,65,1704,"295,5891891",0
7014,RS,100,10,3,20,20,2,4246,"0,02212929726",233,9,3,1,"2,070707071",3,1,"2,111111111","0,2","18,62745098",195,65,4246,"295,5891891","0,02212929726"
7015,SAA,100,10,3,20,20,2,2399,"0,0156185627",240,8,3,1,"2,141414141",3,1,"2,141414141","0,2","21,56862745",192,64,2399,"380,3890907","0,0156185627"
7016,HS,100,10,3,20,20,2,1289,0,240,8,3,1,"2,141414141",3,1,"2,141414141","0,2","21,56862745",192,64,1289,"380,3890907",0
7017,RS,100,10,3,20,20,2,2078,"0,01561951637",240,8,3,1,"2,141414141",3,1,"2,141414141","0,2","21,56862745",192,64,2078,"380,3890907","0,01561951637"
7018,SAA,100,10,3,20,20,2,2235,"0,03124141693",234,8,3,1,"2,080808081",3,1,"2,111111111","0,2","21,56862745",186,62,2235,"317,661413","0,03124141693"
7019,HS,100,10,3,20,20,2,1327,0,234,8,3,1,"2,080808081",3,1,"2,111111111","0,2","21,56862745",186,62,1327,"317,661413",0
7020,RS,100,10,3,20,20,2,3792,"0,0159637928",234,8,3,1,"2,080808081",3,1,"2,111111111","0,2","21,56862745",186,62,3792,"316,2882764","0,0159637928"
7021,SAA,100,10,3,20,40,1,5266,"0,03124189377",237,8,3,1,"2,080808081",3,1,"2,141414141","0,2","45,09803922",108,54,5266,"122,0791365","0,03124189377"
7022,HS,100,10,3,20,40,1,4040,"0,02593111992",237,8,3,1,"2,080808081",3,1,"2,141414141","0,2","45,09803922",108,54,4040,"122,0791365","0,02593111992"
7023,RS,100,10,3,20,40,1,8952,"0,05784344673",237,8,3,1,"2,080808081",3,1,"2,141414141","0,2","45,09803922",108,54,8952,"122,0706018","0,05784344673"
7024,SAA,100,10,3,20,40,1,3976,"0,02593040466",234,8,3,1,"2,060606061",3,1,"2,070707071","0,2","38,23529412",106,53,3976,"259,5513428","0,02593040466"
7025,HS,100,10,3,20,40,1,2884,"0,00997376442",234,8,3,1,"2,060606061",3,1,"2,070707071","0,2","38,23529412",106,53,2884,"259,5513428","0,00997376442"
7026,RS,100,10,3,20,40,1,8254,"0,06052494049",234,8,3,1,"2,060606061",3,1,"2,070707071","0,2","38,23529412",106,53,8254,"259,5513428","0,06052494049"
7027,SAA,100,10,3,20,40,1,4546,"0,02006649971",251,8,3,1,"2,232323232",3,1,"2,282828283","0,2","47,05882353",138,69,4546,"188,8578593","0,02006649971"
7028,HS,100,10,3,20,40,1,3559,"0,00801587105",251,8,3,1,"2,232323232",3,1,"2,282828283","0,2","47,05882353",138,69,3559,"188,8578593","0,00801587105"
7029,RS,100,10,3,20,40,1,31071,"0,2209913731",251,8,3,1,"2,232323232",3,1,"2,282828283","0,2","47,05882353",138,69,31071,"188,8578593","0,2209913731"
7030,SAA,100,10,3,20,40,1,3676,"0,01002240181",234,9,3,1,"2,04040404",3,1,"2,101010101","0,2","38,23529412",134,67,3676,"225,4905351","0,01002240181"
7031,HS,100,10,3,20,40,1,2955,"0,01004385948",234,9,3,1,"2,04040404",3,1,"2,101010101","0,2","38,23529412",134,67,2955,"225,4905351","0,01004385948"
7032,RS,100,10,3,20,40,1,13991,"0,1128795147",234,9,3,1,"2,04040404",3,1,"2,101010101","0,2","38,23529412",134,67,13991,"225,4905351","0,1128795147"
7033,SAA,100,10,3,20,40,1,4270,"0,03013277054",240,7,3,1,"2,151515152",3,1,"2,151515152","0,2","39,21568627",122,61,4270,"248,8376241","0,03013277054"
7034,HS,100,10,3,20,40,1,2929,"0,0120511055",240,7,3,1,"2,151515152",3,1,"2,151515152","0,2","39,21568627",122,61,2929,"248,8376241","0,0120511055"
7035,RS,100,10,3,20,40,1,18334,"0,1507418156",240,7,3,1,"2,151515152",3,1,"2,151515152","0,2","39,21568627",122,61,18334,"248,8376241","0,1507418156"
7036,SAA,100,10,3,20,40,1,4983,"0,03008937836",243,8,3,1,"2,161616162",3,1,"2,202020202","0,2","35,29411765",114,57,4983,"136,4650579","0,03008937836"
7037,HS,100,10,3,20,40,1,3877,"0,0100402832",243,8,3,1,"2,161616162",3,1,"2,202020202","0,2","35,29411765",114,57,3877,"136,4650579","0,0100402832"
7038,RS,100,10,3,20,40,1,15978,"0,1104407311",243,8,3,1,"2,161616162",3,1,"2,202020202","0,2","35,29411765",114,57,15978,"136,4650579","0,1104407311"
7039,SAA,100,10,3,20,40,1,5351,"0,03009581566",240,8,3,1,"2,131313131",3,1,"2,212121212","0,2","34,31372549",146,73,5351,"239,8288125","0,03009581566"
7040,HS,100,10,3,20,40,1,3390,"0,01235675812",240,8,3,1,"2,131313131",3,1,"2,212121212","0,2","34,31372549",146,73,3390,"239,8288125","0,01235675812"
7041,RS,100,10,3,20,40,1,10141,"0,09241986275",240,8,3,1,"2,131313131",3,1,"2,212121212","0,2","34,31372549",146,73,10141,"239,8288125","0,09241986275"
7042,SAA,100,10,3,20,40,1,7558,"0,03208851814",249,8,3,1,"2,242424242",3,1,"2,252525253","0,2","44,11764706",136,68,7558,"180,3012659","0,03208851814"
7043,HS,100,10,3,20,40,1,6018,"0,01561975479",249,8,3,1,"2,242424242",3,1,"2,252525253","0,2","44,11764706",136,68,6018,"180,3012659","0,01561975479"
7044,RS,100,10,3,20,40,1,49667,"0,2851877213",249,8,3,1,"2,242424242",3,1,"2,252525253","0,2","44,11764706",136,68,49667,"180,3012659","0,2851877213"
7045,SAA,100,10,3,20,40,1,8346,"0,05228304863",243,10,3,1,"2,181818182",3,1,"2,181818182","0,2","38,23529412",118,59,8346,"182,8871409","0,05228304863"
7046,HS,100,10,3,20,40,1,5237,"0,02006316185",243,10,3,1,"2,181818182",3,1,"2,181818182","0,2","38,23529412",118,59,5237,"182,8871409","0,02006316185"
7047,RS,100,10,3,20,40,1,26755,"0,1645591259",243,10,3,1,"2,181818182",3,1,"2,181818182","0,2","38,23529412",118,59,26755,"182,8871408","0,1645591259"
7048,SAA,100,10,3,20,40,1,5842,"0,02792525291",245,8,3,1,"2,151515152",3,1,"2,212121212","0,2","32,35294118",108,54,5842,"247,4094838","0,02792525291"
7049,HS,100,10,3,20,40,1,4080,"0,01396203041",245,8,3,1,"2,151515152",3,1,"2,212121212","0,2","32,35294118",108,54,4080,"247,4094838","0,01396203041"
7050,RS,100,10,3,20,40,1,9754,"0,08576989174",245,8,3,1,"2,151515152",3,1,"2,212121212","0,2","32,35294118",108,54,9754,"246,4095566","0,08576989174"
7051,SAA,100,10,3,20,40,2,3738,"0,02692770958",247,7,3,1,"2,222222222",3,1,"2,232323232","0,2","40,19607843",207,69,3738,"223,4627129","0,02692770958"
7052,HS,100,10,3,20,40,2,2574,"0,00897574425",247,7,3,1,"2,222222222",3,1,"2,232323232","0,2","40,19607843",207,69,2574,"223,4627129","0,00897574425"
7053,RS,100,10,3,20,40,2,11526,"0,09274888039",247,7,3,1,"2,222222222",3,1,"2,232323232","0,2","40,19607843",207,66,11526,"223,4627129","0,09274888039"
7054,SAA,100,10,3,20,40,2,7351,"0,03390932083",244,8,3,1,"2,222222222",3,1,"2,191919192","0,2","49,01960784",201,67,7351,"191,433113","0,03390932083"
7055,HS,100,10,3,20,40,2,5347,"0,02004337311",244,8,3,1,"2,222222222",3,1,"2,191919192","0,2","49,01960784",201,67,5347,"191,433113","0,02004337311"
7056,RS,100,10,3,20,40,2,39233,"0,2720234394",244,8,3,1,"2,222222222",3,1,"2,191919192","0,2","49,01960784",201,67,39233,"191,433113","0,2720234394"
7057,SAA,100,10,3,20,40,2,3989,"0,03021717072",242,8,3,1,"2,141414141",3,1,"2,171717172","0,2","37,25490196",204,68,3989,"229,9880808","0,03021717072"
7058,HS,100,10,3,20,40,2,3370,"0,01003098488",242,8,3,1,"2,141414141",3,1,"2,171717172","0,2","37,25490196",204,68,3370,"229,9880808","0,01003098488"
7059,RS,100,10,3,20,40,2,19538,"0,1204497814",242,8,3,1,"2,141414141",3,1,"2,171717172","0,2","37,25490196",204,68,19538,"229,9880808","0,1204497814"
7060,SAA,100,10,3,20,40,2,7674,"0,04015493393",239,8,3,1,"2,121212121",3,1,"2,131313131","0,2","43,1372549",174,58,7674,"126,3138704","0,04015493393"
7061,HS,100,10,3,20,40,2,5506,"0,0200521946",239,8,3,1,"2,121212121",3,1,"2,131313131","0,2","43,1372549",174,58,5506,"126,3138704","0,0200521946"
7062,RS,100,10,3,20,40,2,35869,"0,2372894287",239,8,3,1,"2,121212121",3,1,"2,131313131","0,2","43,1372549",174,58,35869,"126,3138704","0,2372894287"
7063,SAA,100,10,3,20,40,2,4879,"0,03210306168",239,8,3,1,"2,111111111",3,1,"2,121212121","0,2","43,1372549",159,53,4879,"212,6741785","0,03210306168"
7064,HS,100,10,3,20,40,2,3386,"0,02015709877",239,8,3,1,"2,111111111",3,1,"2,121212121","0,2","43,1372549",159,53,3386,"212,6741785","0,02015709877"
7065,RS,100,10,3,20,40,2,6352,"0,06428265572",239,8,3,1,"2,111111111",3,1,"2,121212121","0,2","43,1372549",159,53,6352,"212,6741785","0,06428265572"
7066,SAA,100,10,3,20,40,2,3994,"0,03774523735",236,9,3,1,"2,111111111",3,1,"2,111111111","0,2","41,17647059",192,64,3994,"215,6243985","0,03774523735"
7067,HS,100,10,3,20,40,2,2913,"0,01562190056",236,9,3,1,"2,111111111",3,1,"2,111111111","0,2","41,17647059",192,64,2913,"215,6243985","0,01562190056"
7068,RS,100,10,3,20,40,2,18255,"0,1471045017",236,9,3,1,"2,111111111",3,1,"2,111111111","0,2","41,17647059",192,64,18255,"215,6243985","0,1471045017"
7069,SAA,100,10,3,20,40,2,4284,"0,01203656197",238,9,3,1,"2,101010101",3,1,"2,161616162","0,2","46,07843137",192,64,4284,"150,0920866","0,01203656197"
7070,HS,100,10,3,20,40,2,3432,"0,01005363464",238,9,3,1,"2,101010101",3,1,"2,161616162","0,2","46,07843137",192,64,3432,"150,0920866","0,01005363464"
7071,RS,100,10,3,20,40,2,19783,"0,1305804253",238,9,3,1,"2,101010101",3,1,"2,161616162","0,2","46,07843137",192,64,19783,"150,0920866","0,1305804253"
7072,SAA,100,10,3,20,40,2,4975,"0,02207660675",248,8,3,1,"2,212121212",3,1,"2,232323232","0,2","43,1372549",228,76,4975,"216,7679822","0,02207660675"
7073,HS,100,10,3,20,40,2,3962,"0,01204562187",248,8,3,1,"2,212121212",3,1,"2,232323232","0,2","43,1372549",228,76,3962,"216,7679822","0,01204562187"
7074,RS,100,10,3,20,40,2,17088,"0,1212007999",248,8,3,1,"2,212121212",3,1,"2,232323232","0,2","43,1372549",228,76,17088,"216,7679822","0,1212007999"
7075,SAA,100,10,3,20,40,2,5040,"0,03008913994",247,7,3,1,"2,222222222",3,1,"2,242424242","0,2","43,1372549",198,66,5040,"211,3738019","0,03008913994"
7076,HS,100,10,3,20,40,2,3581,"0,01210093498",247,7,3,1,"2,222222222",3,1,"2,242424242","0,2","43,1372549",198,66,3581,"211,3738019","0,01210093498"
7077,RS,100,10,3,20,40,2,15436,"0,1126048565",247,7,3,1,"2,222222222",3,1,"2,242424242","0,2","43,1372549",198,66,15436,"211,3738019","0,1126048565"
7078,SAA,100,10,3,20,40,2,7702,"0,04020237923",243,7,3,1,"2,171717172",3,1,"2,191919192","0,2","47,05882353",162,54,7702,"141,1307242","0,04020237923"
7079,HS,100,10,3,20,40,2,6885,"0,02206897736",243,7,3,1,"2,171717172",3,1,"2,191919192","0,2","47,05882353",162,54,6885,"141,1307242","0,02206897736"
7080,RS,100,10,3,20,40,2,18845,"0,140758276",243,7,3,1,"2,171717172",3,1,"2,191919192","0,2","47,05882353",162,54,18845,"141,1307242","0,140758276"
7081,SAA,100,10,3,20,60,1,6223,"0,03014588356",243,7,3,1,"2,151515152",3,1,"2,181818182","0,2","57,84313725",142,71,6223,"260,2386037","0,03014588356"
7082,HS,100,10,3,20,60,1,5188,"0,02008295059",243,7,3,1,"2,151515152",3,1,"2,181818182","0,2","57,84313725",142,71,5188,"260,2386037","0,02008295059"
7083,RS,100,10,3,20,60,1,29897,"0,2331075668",243,7,3,1,"2,151515152",3,1,"2,181818182","0,2","57,84313725",142,71,29897,"260,2386037","0,2331075668"
7084,SAA,100,10,3,20,60,1,5230,"0,02006554604",238,9,3,1,"2,101010101",3,1,"2,121212121","0,2","57,84313725",136,68,5230,"92,01272219","0,02006554604"
7085,HS,100,10,3,20,60,1,4567,"0,02006006241",238,9,3,1,"2,101010101",3,1,"2,121212121","0,2","57,84313725",136,68,4567,"92,01272219","0,02006006241"
7086,RS,100,10,3,20,60,1,19807,"0,1456980705",238,9,3,1,"2,101010101",3,1,"2,121212121","0,2","57,84313725",136,68,19807,"92,01272219","0,1456980705"
7087,SAA,100,10,3,20,60,1,6438,"0,0309176445",240,8,3,1,"2,131313131",3,1,"2,171717172","0,2","57,84313725",114,57,6438,"117,1450707","0,0309176445"
7088,HS,100,10,3,20,60,1,5249,"0,01595759392",240,8,3,1,"2,131313131",3,1,"2,171717172","0,2","57,84313725",114,57,5249,"117,1450707","0,01595759392"
7089,RS,100,10,3,20,60,1,70862,"0,5614058971",240,8,3,1,"2,131313131",3,1,"2,171717172","0,2","57,84313725",114,57,70862,"117,1450707","0,5614058971"
7090,SAA,100,10,3,20,60,1,6115,"0,04687190056",244,8,3,1,"2,181818182",3,1,"2,202020202","0,2","53,92156863",122,61,6115,"221,9552305","0,04687190056"
7091,HS,100,10,3,20,60,1,4683,"0,03124976158",244,8,3,1,"2,181818182",3,1,"2,202020202","0,2","53,92156863",122,61,4683,"221,9552305","0,03124976158"
7092,RS,100,10,3,20,60,1,22809,"0,1471083164",244,8,3,1,"2,181818182",3,1,"2,202020202","0,2","53,92156863",122,61,22809,"221,9552305","0,1471083164"
7093,SAA,100,10,3,20,60,1,5365,"0,01561951637",239,8,3,1,"2,141414141",3,1,"2,141414141","0,2","59,80392157",116,58,5365,"161,2865626","0,01561951637"
7094,HS,100,10,3,20,60,1,4647,"0,01562857628",239,8,3,1,"2,141414141",3,1,"2,141414141","0,2","59,80392157",116,58,4647,"161,2865626","0,01562857628"
7095,RS,100,10,3,20,60,1,41993,"0,2896056175",239,8,3,1,"2,141414141",3,1,"2,141414141","0,2","59,80392157",116,58,41993,"160,73662","0,2896056175"
7096,SAA,100,10,3,20,60,1,4402,"0,02008152008",245,7,3,1,"2,171717172",3,1,"2,232323232","0,2","53,92156863",110,55,4402,"202,6807205","0,02008152008"
7097,HS,100,10,3,20,60,1,3823,"0,01005458832",245,7,3,1,"2,171717172",3,1,"2,232323232","0,2","53,92156863",110,55,3823,"202,6807205","0,01005458832"
7098,RS,100,10,3,20,60,1,23432,"0,1765275002",245,7,3,1,"2,171717172",3,1,"2,232323232","0,2","53,92156863",110,55,23432,"202,6807205","0,1765275002"
7099,SAA,100,10,3,20,60,1,6775,"0,02792453766",239,8,3,1,"2,121212121",3,1,"2,141414141","0,2","61,76470588",118,59,6775,"139,8991033","0,02792453766"
7100,HS,100,10,3,20,60,1,5812,"0,02493166924",239,8,3,1,"2,121212121",3,1,"2,141414141","0,2","61,76470588",118,59,5812,"139,8991033","0,02493166924"
7101,RS,100,10,3,20,60,1,24833,"0,1832447052",239,8,3,1,"2,121212121",3,1,"2,141414141","0,2","61,76470588",118,59,24833,"139,7428081","0,1832447052"
7102,SAA,100,10,3,20,60,1,6735,"0,03774785995",233,9,3,1,"2,080808081",3,1,"2,131313131","0,2","56,8627451",148,74,6735,"71,27406495","0,03774785995"
7103,HS,100,10,3,20,60,1,5400,"0,01562070847",233,9,3,1,"2,080808081",3,1,"2,131313131","0,2","56,8627451",148,74,5400,"71,27406495","0,01562070847"
7104,RS,100,10,3,20,60,1,27870,"0,1844997406",233,9,3,1,"2,080808081",3,1,"2,131313131","0,2","56,8627451",148,74,27870,"71,27406495","0,1844997406"
7105,SAA,100,10,3,20,60,1,5428,"0,03124928474",244,7,3,1,"2,151515152",3,1,"2,171717172","0,2","58,82352941",116,58,5428,"156,8023587","0,03124928474"
7106,HS,100,10,3,20,60,1,4698,"0,01561951637",244,7,3,1,"2,151515152",3,1,"2,171717172","0,2","58,82352941",116,58,4698,"156,8023587","0,01561951637"
7107,RS,100,10,3,20,60,1,46747,"0,3348259926",244,7,3,1,"2,151515152",3,1,"2,171717172","0,2","58,82352941",116,58,46747,"156,8023587","0,3348259926"
7108,SAA,100,10,3,20,60,1,6706,"0,03009581566",243,8,3,1,"2,202020202",3,1,"2,212121212","0,2","53,92156863",118,59,6706,"94,88122138","0,03009581566"
7109,HS,100,10,3,20,60,1,5434,"0,02008461952",243,8,3,1,"2,202020202",3,1,"2,212121212","0,2","53,92156863",118,59,5434,"94,88122138","0,02008461952"
7110,RS,100,10,3,20,60,1,40129,"0,2834551334",243,8,3,1,"2,202020202",3,1,"2,212121212","0,2","53,92156863",118,59,40129,"92,91838537","0,2834551334"
7111,SAA,100,10,3,20,60,2,4698,"0,02563476563",244,8,3,1,"2,202020202",3,1,"2,151515152","0,2","51,96078431",213,71,4698,"191,7920041","0,02563476563"
7112,HS,100,10,3,20,60,2,4097,0,244,8,3,1,"2,202020202",3,1,"2,151515152","0,2","51,96078431",213,71,4097,"191,7920041",0
