batch,instance,algo,vertices,layer,fan,disRate,percNeg,cpMult,g_vertices,g_edges,g_diameter,g_max in degree,g_min in degree,g_mean in degree,g_max out degree,g_min out degree,g_mean out degree,g_disRate,g_perc Negative,g_deadline,g_last task Early Finish,effort,NPV,time
Random,dg0114_78_174.tpf,RS,78,39,CACULATED_DEGREE,16.0,36.0,E2,78,175,19,18,1,2.2266666666666666,7,1,2.2666666666666666,0.16,35.8974358974359,2000,136,34040,5.721503311584688,0.15372633934020996
Random,dg0115_65_137.tpf,SAA,65,61,CACULATED_DEGREE,4.0,22.0,E2,65,138,19,7,1,2.161290322580645,8,1,2.1774193548387095,0.04,23.076923076923077,2000,153,3544,25.601733020513972,0.015621185302734375
Random,dg0115_65_137.tpf,HS,65,61,CACULATED_DEGREE,4.0,22.0,E2,65,138,19,7,1,2.161290322580645,8,1,2.1774193548387095,0.04,23.076923076923077,2000,153,303,25.601733020513972,0.0
Random,dg0115_65_137.tpf,RS,65,61,CACULATED_DEGREE,4.0,22.0,E2,65,138,19,7,1,2.161290322580645,8,1,2.1774193548387095,0.04,23.076923076923077,2000,153,469,25.601733020513972,0.0
Random,dg0116_57_108.tpf,SAA,57,15,CACULATED_DEGREE,19.0,20.0,E2,57,109,17,20,1,1.9074074074074074,6,1,1.962962962962963,0.19,21.052631578947366,2000,98,2301,4.557916434735574,0.01561737060546875
Random,dg0116_57_108.tpf,HS,57,15,CACULATED_DEGREE,19.0,20.0,E2,57,109,17,20,1,1.9074074074074074,6,1,1.962962962962963,0.19,21.052631578947366,2000,98,341,4.557916434735574,0.0
Random,dg0116_57_108.tpf,RS,57,15,CACULATED_DEGREE,19.0,20.0,E2,57,109,17,20,1,1.9074074074074074,6,1,1.962962962962963,0.19,21.052631578947366,2000,98,1012,4.557916434735574,0.015620708465576172
Random,dg0117_67_142.tpf,SAA,67,24,CACULATED_DEGREE,11.0,8.0,E1,67,143,14,8,1,2.0,8,1,2.171875,0.11,8.955223880597014,1000,100,2928,19.598546593859552,0.007978677749633789
Random,dg0117_67_142.tpf,HS,67,24,CACULATED_DEGREE,11.0,8.0,E1,67,143,14,8,1,2.0,8,1,2.171875,0.11,8.955223880597014,1000,100,247,19.598546593859552,0.0
Random,dg0117_67_142.tpf,RS,67,24,CACULATED_DEGREE,11.0,8.0,E1,67,143,14,8,1,2.0,8,1,2.171875,0.11,8.955223880597014,1000,100,250,19.598546593859552,0.0
Random,dg0118_45_82.tpf,SAA,45,5,CACULATED_DEGREE,17.0,92.0,E1,45,83,6,18,1,1.8333333333333333,3,1,1.1904761904761905,0.17,86.66666666666667,1000,27,1516,3.3731048285972642,0.01563715934753418
Random,dg0118_45_82.tpf,HS,45,5,CACULATED_DEGREE,17.0,92.0,E1,45,83,6,18,1,1.8333333333333333,3,1,1.1904761904761905,0.17,86.66666666666667,1000,27,1165,3.3731048285972642,0.0
Random,dg0118_45_82.tpf,RS,45,5,CACULATED_DEGREE,17.0,92.0,E1,45,83,6,18,1,1.8333333333333333,3,1,1.1904761904761905,0.17,86.66666666666667,1000,27,1044,3.3731048285972642,0.015590667724609375
Random,dg0119_30_47.tpf,SAA,30,25,CACULATED_DEGREE,8.0,52.0,E1,30,48,18,4,1,1.5925925925925926,5,1,1.6666666666666667,0.08,46.666666666666664,1000,130,680,-1.5139812392675645e-29,0.0
Random,dg0119_30_47.tpf,HS,30,25,CACULATED_DEGREE,8.0,52.0,E1,30,48,18,4,1,1.5925925925925926,5,1,1.6666666666666667,0.08,46.666666666666664,1000,130,332,-1.5139812392675645e-29,0.0
Random,dg0119_30_47.tpf,RS,30,25,CACULATED_DEGREE,8.0,52.0,E1,30,48,18,4,1,1.5925925925925926,5,1,1.6666666666666667,0.08,46.666666666666664,1000,130,5319,-1.5139812392675645e-29,0.022124052047729492
Random,dg0120_50_91.tpf,SAA,50,12,CACULATED_DEGREE,5.0,3.0,E1,50,92,12,6,1,1.425531914893617,7,1,1.8936170212765957,0.05,4.0,1000,91,1979,58.39521799144893,0.015665769577026367
Random,dg0120_50_91.tpf,HS,50,12,CACULATED_DEGREE,5.0,3.0,E1,50,92,12,6,1,1.425531914893617,7,1,1.8936170212765957,0.05,4.0,1000,91,161,58.39521799144893,0.0
Random,dg0120_50_91.tpf,RS,50,12,CACULATED_DEGREE,5.0,3.0,E1,50,92,12,6,1,1.425531914893617,7,1,1.8936170212765957,0.05,4.0,1000,91,114,58.39521799144893,0.0
Random,dg0121_40_72.tpf,SAA,40,35,CACULATED_DEGREE,4.0,6.0,E2,40,73,24,4,1,1.7837837837837838,6,1,1.8918918918918919,0.04,7.5,2000,151,1179,33.48836862087465,0.0
Random,dg0121_40_72.tpf,HS,40,35,CACULATED_DEGREE,4.0,6.0,E2,40,73,24,4,1,1.7837837837837838,6,1,1.8918918918918919,0.04,7.5,2000,151,82,33.48836862087465,0.0
Random,dg0121_40_72.tpf,RS,40,35,CACULATED_DEGREE,4.0,6.0,E2,40,73,24,4,1,1.7837837837837838,6,1,1.8918918918918919,0.04,7.5,2000,151,80,33.48836862087465,0.0
Random,dg0122_67_138.tpf,SAA,67,45,CACULATED_DEGREE,13.0,43.0,E2,67,139,17,7,1,2.0625,6,1,1.875,0.13,41.7910447761194,2000,102,2980,35.44801283217255,0.01562190055847168
Random,dg0122_67_138.tpf,HS,67,45,CACULATED_DEGREE,13.0,43.0,E2,67,139,17,7,1,2.0625,6,1,1.875,0.13,41.7910447761194,2000,102,1335,35.44801283217255,0.015621185302734375
Random,dg0122_67_138.tpf,RS,67,45,CACULATED_DEGREE,13.0,43.0,E2,67,139,17,7,1,2.0625,6,1,1.875,0.13,41.7910447761194,2000,102,11061,35.44801283217255,0.05344533920288086
Random,dg0123_51_93.tpf,SAA,51,6,CACULATED_DEGREE,4.0,59.0,E1,51,94,9,10,1,1.625,8,1,1.8541666666666667,0.04,56.86274509803921,1000,46,2240,17.626105799414372,0.0
Random,dg0123_51_93.tpf,HS,51,6,CACULATED_DEGREE,4.0,59.0,E1,51,94,9,10,1,1.625,8,1,1.8541666666666667,0.04,56.86274509803921,1000,46,808,17.626105799414372,0.0
Random,dg0123_51_93.tpf,RS,51,6,CACULATED_DEGREE,4.0,59.0,E1,51,94,9,10,1,1.625,8,1,1.8541666666666667,0.04,56.86274509803921,1000,38,1190,17.626105799414372,0.0
Random,dg0124_18_29.tpf,SAA,18,4,CACULATED_DEGREE,5.0,48.0,E1,18,30,7,2,1,1.2,5,1,1.7333333333333334,0.05,44.44444444444444,1000,33,295,6.582765871734413,0.01565694808959961
Random,dg0124_18_29.tpf,HS,18,4,CACULATED_DEGREE,5.0,48.0,E1,18,30,7,2,1,1.2,5,1,1.7333333333333334,0.05,44.44444444444444,1000,33,98,6.582765871734413,0.0
Random,dg0124_18_29.tpf,RS,18,4,CACULATED_DEGREE,5.0,48.0,E1,18,30,7,2,1,1.2,5,1,1.7333333333333334,0.05,44.44444444444444,1000,33,252,6.091554258258183,0.0
Random,dg0125_46_78.tpf,SAA,46,41,CACULATED_DEGREE,5.0,29.0,E1,46,79,20,4,1,1.697674418604651,5,1,1.7674418604651163,0.05,28.26086956521739,1000,159,1653,24.145006894344323,0.0
Random,dg0125_46_78.tpf,HS,46,41,CACULATED_DEGREE,5.0,29.0,E1,46,79,20,4,1,1.697674418604651,5,1,1.7674418604651163,0.05,28.26086956521739,1000,159,203,24.145006894344323,0.0
